,movie_name,avg_rating,year
4525,Manufacturing Consent: Noam Chomsky and the Media (1992),3.88,1992
4526,Winter War (Talvisota) (1989),3.72,1989
4527,"Philadelphia Experiment, The (1984)",3.19,1984
4528,Revenge of the Pink Panther (1978),3.61,1978
4529,Angels with Dirty Faces (1938),3.76,1938
4530,Taxi (1998),3.51,1998
4531,Taxi 3 (2003),3.09,2003
4532,Tokyo Godfathers (2003),3.85,2003
4533,All of Me (1984),3.58,1984
4534,Overboard (1987),3.18,1987
4535,"Exterminating Angel, The (Ángel exterminador, El) (1962)",3.97,1962
4536,Fahrenheit 9/11 (2004),3.58,2004
4537,Roxanne (1987),3.50,1987
4538,"Last Starfighter, The (1984)",3.40,1984
4539,Spider-Man 2 (2004),3.55,2004
4540,Before Sunset (2004),3.94,2004
4541,King Arthur (2004),3.03,2004
4542,Anchorman: The Legend of Ron Burgundy (2004),3.49,2004
4543,"Cinderella Story, A (2004)",3.14,2004
4544,"I, Robot (2004)",3.46,2004
4545,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",3.85,2004
4546,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",4.05,1988
4547,"Bourne Supremacy, The (2004)",3.85,2004
4548,Catwoman (2004),1.92,2004
4549,A Home at the End of the World (2004),3.46,2004
4550,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",3.99,1956
4551,Slaughterhouse-Five (1972),3.69,1972
4552,Mr. Blandings Builds His Dream House (1948),3.69,1948
4553,My Favorite Wife (1940),3.83,1940
4554,Moulin Rouge (1952),3.20,1952
4555,"Prime of Miss Jean Brodie, The (1969)",3.87,1969
4556,"Spy Who Came in from the Cold, The (1965)",3.90,1965
4557,"Manchurian Candidate, The (2004)",3.37,2004
4558,"Village, The (2004)",3.26,2004
4559,Garden State (2004),3.83,2004
4560,"Funny Thing Happened on the Way to the Forum, A (1966)",3.61,1966
4561,Collateral (2004),3.70,2004
4562,Little Black Book (2004),2.66,2004
4563,Code 46 (2003),3.24,2003
4564,Harold and Kumar Go to White Castle (2004),3.51,2004
4565,"Princess Diaries 2: Royal Engagement, The (2004)",2.90,2004
4566,Danny Deckchair (2003),3.55,2003
4567,AVP: Alien vs. Predator (2004),2.64,2004
4568,We Don't Live Here Anymore (2004),3.21,2004
4569,Without a Paddle (2004),2.87,2004
4570,Exorcist: The Beginning (2004),2.36,2004
4571,"Bill Cosby, Himself (1983)",3.90,1983
4572,Anacondas: The Hunt for the Blood Orchid (2004),1.88,2004
4573,Suspect Zero (2004),2.87,2004
4574,Vanity Fair (2004),3.19,2004
4575,Wicker Park (2004),3.28,2004
4576,Alice Doesn't Live Here Anymore (1974),3.69,1974
4577,Cellular (2004),3.07,2004
4578,Resident Evil: Apocalypse (2004),2.99,2004
4579,Mr. 3000 (2004),2.64,2004
4580,Sky Captain and the World of Tomorrow (2004),3.08,2004
4581,Wimbledon (2004),3.21,2004
4582,First Daughter (2004),2.65,2004
4583,"Forgotten, The (2004)",2.89,2004
4584,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.90,2004
4585,Shaun of the Dead (2004),3.90,2004
4586,Murder on the Orient Express (1974),3.70,1974
4587,Mask (1985),3.35,1985
4588,"Man with One Red Shoe, The (1985)",3.03,1985
4589,1492: Conquest of Paradise (1992),3.08,1992
4590,Cannibal Holocaust (1980),3.14,1980
4591,Shark Tale (2004),2.90,2004
4592,Ladder 49 (2004),3.21,2004
4593,I Heart Huckabees (2004),3.61,2004
4594,Taxi (2004),2.48,2004
4595,Primer (2004),3.85,2004
4596,Stage Beauty (2004),3.61,2004
4597,Shall We Dance? (2004),3.22,2004
4598,Team America: World Police (2004),3.51,2004
4599,Tess (1979),3.51,1979
4600,"Fearless Vampire Killers, The (1967)",3.40,1967
4601,"Five Obstructions, The (Fem benspænd, De) (2003)",3.81,2003
4602,Friday Night Lights (2004),3.56,2004
4603,"Final Cut, The (2004)",3.17,2004
4604,Being Julia (2004),3.54,2004
4605,"Grudge, The (2004)",2.81,2004
4606,Alfie (2004),2.95,2004
4607,Sideways (2004),3.72,2004
4608,"Machinist, The (Maquinista, El) (2004)",3.83,2004
4609,Vera Drake (2004),3.77,2004
4610,Saw (2004),3.47,2004
4611,Ray (2004),3.82,2004
4612,Birth (2004),2.95,2004
4613,"Incredibles, The (2004)",3.91,2004
4614,"Polar Express, The (2004)",3.16,2004
4615,Kinsey (2004),3.60,2004
4616,Seed of Chucky (Child's Play 5) (2004),2.19,2004
4617,After the Sunset (2004),3.15,2004
4618,Bridget Jones: The Edge of Reason (2004),2.96,2004
4619,Finding Neverland (2004),3.79,2004
4620,National Treasure (2004),3.41,2004
4621,Bad Education (La mala educación) (2004),3.83,2004
4622,"SpongeBob SquarePants Movie, The (2004)",3.08,2004
4623,Alexander (2004),2.58,2004
4624,Christmas with the Kranks (2004),2.24,2004
4625,Closer (2004),3.62,2004
4626,House of Flying Daggers (Shi mian mai fu) (2004),3.74,2004
4627,Ocean's Twelve (2004),3.25,2004
4628,Blade: Trinity (2004),2.97,2004
4629,That's Entertainment (1974),3.86,1974
4630,D.A.R.Y.L. (1985),2.82,1985
4631,Fire in the Sky (1993),3.07,1993
4632,Love Me If You Dare (Jeux d'enfants) (2003),3.87,2003
4633,Control Room (2004),3.82,2004
4634,Sherlock Jr. (1924),3.94,1924
4635,"Steamboat Bill, Jr. (1928)",3.89,1928
4636,"Andalusian Dog, An (Chien andalou, Un) (1929)",3.85,1929
4637,Monkey Business (1931),3.88,1931
4638,Scarface (1932),3.79,1932
4639,"Atalante, L' (1934)",3.93,1934
4640,Mr. Deeds Goes to Town (1936),3.74,1936
4641,Holiday (1938),3.95,1938
4642,Wuthering Heights (1939),3.68,1939
4643,Great Expectations (1946),3.80,1946
4644,"Lady from Shanghai, The (1947)",3.83,1947
4645,Night and Fog (Nuit et brouillard) (1955),4.00,1955
4646,"Unknown Soldier, The (Tuntematon sotilas) (1955)",3.76,1955
4647,Harakiri (Seppuku) (1962),4.07,1962
4648,"Music Man, The (1962)",3.76,1962
4649,Mutiny on the Bounty (1962),3.60,1962
4650,Becket (1964),3.90,1964
4651,"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.07,1966
4652,"Charlie Brown Christmas, A (1965)",3.84,1965
4653,Andrei Rublev (Andrey Rublyov) (1969),4.08,1969
4654,Au Hasard Balthazar (1966),3.80,1966
4655,Batman (1966),3.19,1966
4656,Play Time (a.k.a. Playtime) (1967),3.95,1967
4657,Point Blank (1967),3.69,1967
4658,Duel (1971),3.71,1971
4659,"Topo, El (1970)",3.84,1970
4660,Dark Star (1974),3.47,1974
4661,"Holy Mountain, The (Montaña sagrada, La) (1973)",3.96,1973
4662,"Passenger, The (Professione: reporter) (1975)",3.92,1975
4663,Silver Streak (1976),3.47,1976
4664,High Anxiety (1977),3.40,1977
4665,Capricorn One (1978),3.29,1978
4666,"Hobbit, The (1977)",3.39,1977
4667,Hair (1979),3.51,1979
4668,"In-Laws, The (1979)",3.80,1979
4669,"Hitch Hikers Guide to the Galaxy, The (1981)",3.62,1981
4670,Bad Boys (1983),3.41,1983
4671,Eddie Murphy Delirious (1983),3.89,1983
4672,Rumble Fish (1983),3.60,1983
4673,Twilight Zone: The Movie (1983),3.25,1983
4674,Anne of Green Gables (1985),3.96,1985
4675,Police Story (Ging chaat goo si) (1985),3.73,1985
4676,"Quiet Earth, The (1985)",3.62,1985
4677,Spies Like Us (1985),3.22,1985
4678,"Better Tomorrow, A (Ying hung boon sik) (1986)",3.72,1986
4679,"Decalogue, The (Dekalog) (1989)",4.17,1989
4680,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",3.68,1987
4681,"Bourne Identity, The (1988)",4.03,1988
4682,Killer Klowns from Outer Space (1988),2.82,1988
4683,Lonesome Dove (1989),3.90,1989
4684,Kiki's Delivery Service (Majo no takkyûbin) (1989),3.95,1989
4685,Cry-Baby (1990),3.34,1990
4686,It (1990),3.22,1990
4687,State of Grace (1990),3.51,1990
4688,35 Up (1991),4.00,1991
4689,Days of Being Wild (A Fei jingjyuhn) (1990),3.76,1990
4690,Hearts of Darkness: A Filmmakers Apocalypse (1991),3.99,1991
4691,Quigley Down Under (1990),3.39,1990
4692,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),3.92,1992
4693,Fortress (1992),2.85,1992
4694,Sonatine (Sonachine) (1993),3.85,1993
4695,Fist of Legend (Jing wu ying xiong) (1994),3.87,1994
4696,Major League II (1994),2.51,1994
4697,"Langoliers, The (1995)",2.93,1995
4698,Whisper of the Heart (Mimi wo sumaseba) (1995),3.97,1995
4699,Drifting Clouds (Kauas pilvet karkaavat) (1996),3.83,1996
4700,Gummo (1997),3.50,1997
4701,From the Earth to the Moon (1998),4.01,1998
4702,Gia (1998),3.30,1998
4703,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",3.88,1997
4704,Taxi 2 (2000),3.24,2000
4705,"10th Kingdom, The (2000)",3.84,2000
4706,2046 (2004),3.67,2004
4707,Batman Beyond: Return of the Joker (2000),3.56,2000
4708,Audition (Ôdishon) (1999),3.62,1999
4709,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),3.45,2002
4710,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),3.80,2000
4711,Ripley's Game (2002),3.31,2002
4712,Conspiracy (2001),3.73,2001
4713,Jalla! Jalla! (2000),3.57,2000
4714,Ali G Indahouse (2002),2.97,2002
4715,Cube 2: Hypercube (2002),2.98,2002
4716,My Sassy Girl (Yeopgijeogin geunyeo) (2001),3.80,2001
4717,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),3.82,2002
4718,Suicide Club (Jisatsu saakuru) (2001),3.37,2001
4719,Battlestar Galactica (2003),4.03,2003
4720,"Sound of Thunder, A (2005)",2.29,2005
4721,"Animatrix, The (2003)",3.68,2003
4722,11:14 (2003),3.56,2003
4723,Evil (Ondskan) (2003),3.75,2003
4724,Lemony Snicket's A Series of Unfortunate Events (2004),3.37,2004
4725,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",3.84,2004
4726,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),3.81,2003
4727,Head-On (Gegen die Wand) (2004),3.97,2004
4728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),3.72,2004
4729,"Cat Returns, The (Neko no ongaeshi) (2002)",3.73,2002
4730,"Twilight Samurai, The (Tasogare Seibei) (2002)",3.97,2002
4731,Ju-on: The Grudge (2002),3.37,2002
4732,Old Boy (2003),4.09,2003
4733,"Jacket, The (2005)",3.53,2005
4734,Millions (2004),3.64,2004
4735,Starship Troopers 2: Hero of the Federation (2004),1.92,2004
4736,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),3.76,2003
4737,Ong-Bak: The Thai Warrior (Ong Bak) (2003),3.63,2003
4738,"Sea Inside, The (Mar adentro) (2004)",3.95,2004
4739,Spanglish (2004),3.32,2004
4740,"Chorus, The (Choristes, Les) (2004)",3.96,2004
4741,Saints and Soldiers (2003),3.60,2003
4742,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",3.76,2003
4743,"Interpreter, The (2005)",3.36,2005
4744,Open Water (2003),2.82,2003
4745,Layer Cake (2004),3.78,2004
4746,"Return, The (Vozvrashcheniye) (2003)",3.91,2003
4747,Flight of the Phoenix (2004),2.96,2004
4748,Mean Creek (2004),3.58,2004
4749,"Ring Two, The (2005)",2.60,2005
4750,"Corporation, The (2003)",3.93,2003
4751,"Yes Men, The (2003)",3.60,2003
4752,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),3.77,2004
4753,Metallica: Some Kind of Monster (2004),3.48,2004
4754,Born into Brothels (2004),3.92,2004
4755,DiG! (2004),3.88,2004
4756,Riding Giants (2004),3.83,2004
4757,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.89,2004
4758,"Scanner Darkly, A (2006)",3.64,2006
4759,Outfoxed: Rupert Murdoch's War on Journalism (2004),3.73,2004
4760,Million Dollar Baby (2004),3.87,2004
4761,Hotel Rwanda (2004),4.04,2004
4762,Charlie and the Chocolate Factory (2005),3.36,2005
4763,3-Iron (Bin-jip) (2004),4.01,2004
4764,"Life Aquatic with Steve Zissou, The (2004)",3.71,2004
4765,"Aviator, The (2004)",3.61,2004
4766,"Phantom of the Opera, The (2004)",3.57,2004
4767,Beyond the Sea (2004),3.13,2004
4768,"Woodsman, The (2004)",3.64,2004
4769,In Good Company (2004),3.45,2004
4770,Meet the Fockers (2004),3.11,2004
4771,"Assassination of Richard Nixon, The (2004)",3.41,2004
4772,"Love Song for Bobby Long, A (2004)",3.62,2004
4773,"Merchant of Venice, The (2004)",3.60,2004
4774,White Noise (2005),2.66,2005
4775,"Upside of Anger, The (2005)",3.40,2005
4776,Sergeant York (1941),3.85,1941
4777,"Life and Death of Peter Sellers, The (2004)",3.31,2004
4778,Appleseed (Appurushîdo) (2004),3.50,2004
4779,"Many Adventures of Winnie the Pooh, The (1977)",3.68,1977
4780,Elektra (2005),2.50,2005
4781,Coach Carter (2005),3.59,2005
4782,Memories of Murder (Salinui chueok) (2003),3.98,2003
4783,"Downfall (Untergang, Der) (2004)",4.02,2004
4784,Assault on Precinct 13 (2005),3.12,2005
4785,Are We There Yet? (2005),2.30,2005
4786,Alone in the Dark (2005),1.50,2005
4787,Hide and Seek (2005),2.88,2005
4788,Boogeyman (2005),2.07,2005
4789,"Wedding Date, The (2005)",3.15,2005
4790,Nobody Knows (Dare mo shiranai) (2004),3.94,2004
4791,Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.07,2004
4792,Steamboy (Suchîmubôi) (2004),3.48,2004
4793,Hitch (2005),3.42,2005
4794,Bride & Prejudice (2004),3.27,2004
4795,Constantine (2005),3.35,2005
4796,Son of the Mask (2005),1.25,2005
4797,Night Watch (Nochnoy dozor) (2004),3.39,2004
4798,Kung Fu Hustle (Gong fu) (2004),3.79,2004
4799,"Three Musketeers, The (1973)",3.67,1973
4800,Control (Kontroll) (2003),3.81,2003
4801,Cursed (2005),2.43,2005
4802,"Pacifier, The (2005)",2.71,2005
4803,Be Cool (2005),2.79,2005
4804,Hostage (2005),3.32,2005
4805,Robots (2005),3.27,2005
4806,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),3.91,1958
4807,Cube Zero (2004),3.12,2004
4808,Ice Princess (2005),3.06,2005
4809,Melinda and Melinda (2004),3.27,2004
4810,Miss Congeniality 2: Armed and Fabulous (2005),2.50,2005
4811,Guess Who (2005),3.10,2005
4812,"League of Ordinary Gentlemen, A (2004)",2.81,2004
4813,Knockin' on Heaven's Door (1997),3.93,1997
4814,"Wild Parrots of Telegraph Hill, The (2003)",3.76,2003
4815,Sin City (2005),3.87,2005
4816,Sahara (2005),3.06,2005
4817,Fever Pitch (2005),3.27,2005
4818,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),3.98,1962
4819,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",3.74,1902
4820,"Hitchhiker's Guide to the Galaxy, The (2005)",3.39,2005
4821,"Amityville Horror, The (2005)",2.89,2005
4822,Palindromes (2004),3.48,2004
4823,"Lot Like Love, A (2005)",3.41,2005
4824,Enron: The Smartest Guys in the Room (2005),3.91,2005
4825,xXx: State of the Union (2005),2.32,2005
4826,Kingdom of Heaven (2005),3.47,2005
4827,House of Wax (2005),2.37,2005
4828,Crash (2004),3.87,2004
4829,Mysterious Skin (2004),3.81,2004
4830,Unleashed (Danny the Dog) (2005),3.52,2005
4831,Star Wars: Episode III - Revenge of the Sith (2005),3.47,2005
4832,Kicking & Screaming (2005),2.65,2005
4833,Monster-in-Law (2005),2.73,2005
4834,9 Songs (2004),2.83,2004
4835,Madagascar (2005),3.37,2005
4836,Mad Hot Ballroom (2005),3.88,2005
4837,"Longest Yard, The (2005)",3.13,2005
4838,Saving Face (2004),3.71,2004
4839,Cinderella Man (2005),3.89,2005
4840,"Sisterhood of the Traveling Pants, The (2005)",3.38,2005
4841,Lords of Dogtown (2005),3.48,2005
4842,Mr. & Mrs. Smith (2005),3.26,2005
4843,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",1.85,2005
4844,High Tension (Haute tension) (Switchblade Romance) (2003),3.38,2003
4845,Batman Begins (2005),3.97,2005
4846,My Summer of Love (2004),3.42,2004
4847,Herbie: Fully Loaded (2005),2.51,2005
4848,Land of the Dead (2005),3.24,2005
4849,Bewitched (2005),2.61,2005
4850,Me and You and Everyone We Know (2005),3.79,2005
4851,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),3.55,2004
4852,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",3.84,2004
4853,War of the Worlds (2005),3.16,2005
4854,"March of the Penguins (Marche de l'empereur, La) (2005)",3.73,2005
4855,Dark Water (2005),2.75,2005
4856,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",3.66,2005
4857,Fantastic Four (2005),2.90,2005
4858,Murderball (2005),3.82,2005
4859,Wedding Crashers (2005),3.53,2005
4860,Happy Endings (2005),3.39,2005
4861,Hustle & Flow (2005),3.62,2005
4862,"Island, The (2005)",3.40,2005
4863,Bad News Bears (2005),2.82,2005
4864,"Devil's Rejects, The (2005)",3.28,2005
4865,Sky High (2005),3.23,2005
4866,Stealth (2005),2.53,2005
4867,Must Love Dogs (2005),2.99,2005
4868,"Aristocrats, The (2005)",3.31,2005
4869,Serenity (2005),3.99,2005
4870,Broken Flowers (2005),3.62,2005
4871,"Dukes of Hazzard, The (2005)",2.53,2005
4872,The Chumscrubber (2005),3.49,2005
4873,Junebug (2005),3.68,2005
4874,Deuce Bigalow: European Gigolo (2005),2.13,2005
4875,"Skeleton Key, The (2005)",3.30,2005
4876,Four Brothers (2005),3.33,2005
4877,The Great Raid (2005),3.48,2005
4878,Grizzly Man (2005),3.83,2005
4879,"Girl in the Café, The (2005)",3.72,2005
4880,Animal Farm (1954),3.56,1954
4881,"40-Year-Old Virgin, The (2005)",3.55,2005
4882,Red Eye (2005),3.13,2005
4883,Hidden (a.k.a. Cache) (Caché) (2005),3.67,2005
4884,Kin-Dza-Dza! (1986),4.00,1986
4885,"Brothers Grimm, The (2005)",2.98,2005
4886,"Cave, The (2005)",2.58,2005
4887,"Constant Gardener, The (2005)",3.75,2005
4888,Transporter 2 (2005),3.12,2005
4889,Just Like Heaven (2005),3.48,2005
4890,Proof (2005),3.50,2005
4891,Lord of War (2005),3.81,2005
4892,Everything Is Illuminated (2005),3.80,2005
4893,Thumbsucker (2005),3.48,2005
4894,Family Guy Presents Stewie Griffin: The Untold Story (2005),3.63,2005
4895,Why We Fight (2005),3.96,2005
4896,Doom (2005),2.46,2005
4897,Domino (2005),3.04,2005
4898,Waiting... (2005),3.37,2005
4899,Aeon Flux (2005),2.92,2005
4900,"Unfinished Life, An (2005)",3.60,2005
4901,"Exorcism of Emily Rose, The (2005)",3.17,2005
4902,Flightplan (2005),3.08,2005
4903,Corpse Bride (2005),3.60,2005
4904,Green Street Hooligans (a.k.a. Hooligans) (2005),3.79,2005
4905,"History of Violence, A (2005)",3.64,2005
4906,Oliver Twist (2005),3.44,2005
4907,"Greatest Game Ever Played, The (2005)",3.68,2005
4908,Capote (2005),3.75,2005
4909,Final Fantasy VII: Advent Children (2004),3.47,2004
4910,Into the Blue (2005),2.96,2005
4911,MirrorMask (2005),3.67,2005
4912,Wallace & Gromit in The Curse of the Were-Rabbit (2005),3.79,2005
4913,Kiss Kiss Bang Bang (2005),3.88,2005
4914,No Direction Home: Bob Dylan (2005),3.98,2005
4915,Angels in America (2003),3.85,2003
4916,In Her Shoes (2005),3.40,2005
4917,"Squid and the Whale, The (2005)",3.72,2005
4918,Two for the Money (2005),3.02,2005
4919,Star Wreck: In the Pirkinning (2005),3.20,2005
4920,Brokeback Mountain (2005),3.69,2005
4921,Elizabethtown (2005),3.12,2005
4922,North Country (2005),3.59,2005
4923,"Good Night, and Good Luck. (2005)",3.82,2005
4924,"Proposition, The (2005)",3.76,2005
4925,"Fog, The (2005)",2.08,2005
4926,Shopgirl (2005),3.32,2005
4927,Where the Truth Lies (2005),3.27,2005
4928,Stay (2005),3.47,2005
4929,"Legend of Zorro, The (2005)",3.08,2005
4930,"Weather Man, The (2005)",3.27,2005
4931,Saw II (2005),3.08,2005
4932,Prime (2005),3.16,2005
4933,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),2.53,2005
4934,Manderlay (2005),3.73,2005
4935,Revolver (2005),3.38,2005
4936,Jarhead (2005),3.49,2005
4937,Chicken Little (2005),2.90,2005
4938,Dead Man's Shoes (2004),3.85,2004
4939,Joyeux Noël (Merry Christmas) (2005),3.82,2005
4940,Just Friends (2005),3.10,2005
4941,Syriana (2005),3.57,2005
4942,Derailed (2005),3.18,2005
4943,Pride & Prejudice (2005),3.87,2005
4944,Wolf Creek (2005),3.02,2005
4945,"Descent, The (2005)",3.47,2005
4946,Harry Potter and the Goblet of Fire (2005),3.72,2005
4947,Walk the Line (2005),3.83,2005
4948,Rent (2005),3.43,2005
4949,Zathura (2005),3.07,2005
4950,C.R.A.Z.Y. (2005),3.90,2005
4951,Sarah Silverman: Jesus Is Magic (2005),3.31,2005
4952,Breakfast on Pluto (2005),3.57,2005
4953,"Ice Harvest, The (2005)",3.11,2005
4954,"Libertine, The (2004)",3.02,2004
4955,Match Point (2005),3.74,2005
4956,Paradise Now (2005),3.74,2005
4957,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.48,2005
4958,King Kong (2005),3.35,2005
4959,Memoirs of a Geisha (2005),3.62,2005
4960,"Family Stone, The (2005)",3.22,2005
4961,"Matador, The (2005)",3.45,2005
4962,"Three Burials of Melquiades Estrada, The (2006)",3.69,2006
4963,Munich (2005),3.73,2005
4964,"Producers, The (2005)",3.21,2005
4965,Transamerica (2005),3.69,2005
4966,Rumor Has It... (2005),2.86,2005
4967,Cheaper by the Dozen 2 (2005),2.51,2005
4968,Fun with Dick and Jane (2005),2.99,2005
4969,"Ringer, The (2005)",2.76,2005
4970,Casanova (2005),3.30,2005
4971,Mrs. Henderson Presents (2005),3.50,2005
4972,Keeping Mum (2005),3.64,2005
4973,"New World, The (2005)",3.39,2005
4974,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),3.83,2005
4975,District 13 (Banlieue 13) (2004),3.63,2004
4976,BloodRayne (2005),1.67,2005
4977,Hostel (2005),2.74,2005
4978,Grandma's Boy (2006),3.61,2006
4979,Tristan & Isolde (2006),3.39,2006
4980,Glory Road (2006),3.59,2006
4981,Last Holiday (2006),3.31,2006
4982,Hoodwinked! (2005),3.17,2005
4983,Underworld: Evolution (2006),3.31,2006
4984,Water (2005),3.86,2005
4985,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),3.89,2005
4986,"World's Fastest Indian, The (2005)",3.85,2005
4987,Bandidas (2006),2.72,2006
4988,Tristram Shandy: A Cock and Bull Story (2005),3.43,2005
4989,Big Momma's House 2 (2006),2.27,2006
4990,Nanny McPhee (2005),3.27,2005
4991,Final Destination 3 (2006),2.71,2006
4992,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),3.46,2005
4993,Imagine Me & You (2005),3.44,2005
4994,"Pink Panther, The (2006)",2.63,2006
4995,Firewall (2006),2.92,2006
4996,When a Stranger Calls (2006),2.43,2006
4997,Eight Below (2006),3.42,2006
4998,Date Movie (2006),1.67,2006
4999,Running Scared (2006),3.50,2006
5000,Ultraviolet (2006),2.43,2006
5001,Just My Luck (2006),2.77,2006
5002,Pulse (2006),2.43,2006
5003,16 Blocks (2006),3.31,2006
5004,Failure to Launch (2006),2.87,2006
5005,Ice Age 2: The Meltdown (2006),3.33,2006
5006,V for Vendetta (2006),3.93,2006
5007,She's the Man (2006),3.23,2006
5008,Thank You for Smoking (2006),3.86,2006
5009,Find Me Guilty (2006),3.31,2006
5010,Inside Man (2006),3.90,2006
5011,Tsotsi (2005),3.74,2005
5012,"Hills Have Eyes, The (2006)",2.86,2006
5013,"Lives of Others, The (Das leben der Anderen) (2006)",4.23,2006
5014,Take the Lead (2006),3.33,2006
5015,"Devil and Daniel Johnston, The (2005)",3.91,2005
5016,Lucky Number Slevin (2006),3.90,2006
5017,Volver (2006),3.85,2006
5018,Akeelah and the Bee (2006),3.68,2006
5019,Basic Instinct 2 (2006),2.17,2006
5020,Brick (2005),3.80,2005
5021,This Film Is Not Yet Rated (2006),3.75,2006
5022,Slither (2006),3.20,2006
5023,"Benchwarmers, The (2006)",2.68,2006
5024,Friends with Money (2006),3.08,2006
5025,Candy (2006),3.60,2006
5026,"Child, The (L'enfant) (2005)",3.57,2005
5027,Scary Movie 4 (2006),2.38,2006
5028,Hard Candy (2005),3.65,2005
5029,"Prairie Home Companion, A (2006)",3.31,2006
5030,"Sentinel, The (2006)",3.09,2006
5031,Silent Hill (2006),3.16,2006
5032,American Dreamz (2006),2.77,2006
5033,Kinky Boots (2005),3.53,2005
5034,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",3.53,2005
5035,Mission: Impossible III (2006),3.30,2006
5036,RV (2006),2.63,2006
5037,United 93 (2006),3.65,2006
5038,"American Haunting, An (2005)",2.52,2005
5039,Over the Hedge (2006),3.42,2006
5040,Art School Confidential (2006),3.11,2006
5041,Poseidon (2006),2.67,2006
5042,"Da Vinci Code, The (2006)",3.12,2006
5043,X-Men: The Last Stand (2006),3.36,2006
5044,"Break-Up, The (2006)",2.94,2006
5045,Cars (2006),3.50,2006
5046,"Omen, The (2006)",2.67,2006
5047,Nacho Libre (2006),2.75,2006
5048,"Lake House, The (2006)",3.33,2006
5049,Click (2006),3.10,2006
5050,"Devil Wears Prada, The (2006)",3.41,2006
5051,Pirates of the Caribbean: Dead Man's Chest (2006),3.47,2006
5052,"You, Me and Dupree (2006)",2.81,2006
5053,Clerks II (2006),3.61,2006
5054,Lady in the Water (2006),2.88,2006
5055,My Super Ex-Girlfriend (2006),2.59,2006
5056,Marie Antoinette (2006),3.27,2006
5057,Who Killed the Electric Car? (2006),3.81,2006
5058,"Inconvenient Truth, An (2006)",3.69,2006
5059,High School Musical (2006),2.49,2006
5060,Jet Li's Fearless (Huo Yuan Jia) (2006),3.79,2006
5061,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",2.76,2006
5062,Garfield: A Tail of Two Kitties (2006),2.44,2006
5063,Superman Returns (2006),3.12,2006
5064,Little Miss Sunshine (2006),3.92,2006
5065,Babel (2006),3.68,2006
5066,Wordplay (2006),3.83,2006
5067,Army of Shadows (L'armée des ombres) (1969),3.94,1969
5068,Little Man (2006),1.91,2006
5069,Monster House (2006),3.33,2006
5070,Snakes on a Plane (2006),2.66,2006
5071,Scoop (2006),3.39,2006
5072,Talladega Nights: The Ballad of Ricky Bobby (2006),3.20,2006
5073,Night at the Museum (2006),3.13,2006
5074,World Trade Center (2006),2.94,2006
5075,Stranger than Fiction (2006),3.84,2006
5076,Miami Vice (2006),2.96,2006
5077,"Pursuit of Happyness, The (2006)",3.80,2006
5078,John Tucker Must Die (2006),3.01,2006
5079,"Ant Bully, The (2006)",2.97,2006
5080,Crank (2006),3.45,2006
5081,Step Up (2006),3.44,2006
5082,Half Nelson (2006),3.69,2006
5083,Tideland (2005),3.39,2005
5084,Adam's Apples (Adams æbler) (2005),3.94,2005
5085,Accepted (2006),3.30,2006
5086,"Illusionist, The (2006)",3.82,2006
5087,"Queen, The (2006)",3.76,2006
5088,Beerfest (2006),3.08,2006
